id,activity
2099,sitting on the ground
2100,sitting
2101,lying
2102,sitting
2103,lying
2104,standing up from lying
2105,lying
2106,lying
2107,sitting
2108,lying
2109,walking
2110,walking
2111,lying
2112,standing up from lying
2113,lying
2114,lying
2115,sitting on the ground
2116,walking
2117,sitting
2118,lying
2119,sitting on the ground
2120,lying
2121,sitting
2122,lying
2123,sitting
2124,lying
2125,sitting
2126,standing up from lying
2127,lying
2128,walking
2129,standing up from lying
2130,sitting
2131,lying down
2132,sitting
2133,lying
2134,walking
2135,standing up from lying
2136,lying
2137,lying
2138,lying
2139,sitting
2140,lying
2141,lying
2142,walking
2143,standing up from lying
2144,lying
2145,lying
2146,sitting
2147,on all fours
2148,lying
2149,lying
2150,lying
2151,lying
2152,walking
2153,lying
2154,sitting
2155,lying
2156,sitting
2157,walking
2158,on all fours
2159,lying
2160,sitting on the ground
2161,walking
2162,lying
2163,walking
2164,lying
2165,sitting on the ground
2166,sitting
2167,walking
2168,walking
2169,lying
2170,lying
2171,walking
2172,lying
2173,lying
2174,walking
2175,lying
2176,sitting
2177,sitting
2178,walking
2179,sitting on the ground
2180,walking
2181,lying
2182,lying
2183,sitting down
2184,on all fours
2185,lying
2186,lying
2187,walking
2188,standing up from lying
2189,walking
2190,lying
2191,lying
2192,standing up from lying
2193,sitting
2194,lying
2195,lying
2196,lying
2197,walking
2198,walking
2199,sitting
2200,sitting on the ground
2201,lying
2202,lying
2203,sitting
2204,lying
2205,sitting
2206,lying
2207,lying
2208,walking
2209,lying
2210,sitting
2211,walking
2212,lying
2213,walking
2214,lying
2215,sitting
2216,sitting
2217,standing up from lying
2218,lying
2219,lying
2220,on all fours
2221,lying
2222,sitting
2223,sitting
2224,sitting
2225,lying
2226,walking
2227,lying
2228,lying
2229,lying
2230,sitting
2231,standing up from lying
2232,walking
2233,walking
2234,lying
2235,walking
2236,walking
2237,standing up from lying
2238,walking
2239,walking
2240,lying
2241,walking
2242,lying
2243,lying
2244,sitting
2245,lying
2246,standing up from lying
2247,sitting
2248,lying down
2249,lying
2250,walking
2251,walking
2252,walking
2253,standing up from lying
2254,standing up from lying
2255,standing up from lying
2256,sitting
2257,on all fours
2258,sitting
2259,sitting
2260,sitting
2261,walking
2262,sitting on the ground
2263,standing up from lying
2264,lying
2265,lying
2266,sitting on the ground
2267,lying
2268,lying
2269,sitting
2270,walking
2271,walking
2272,walking
2273,lying
2274,sitting
2275,lying
2276,standing up from lying
2277,sitting on the ground
2278,walking
2279,sitting on the ground
2280,lying
2281,sitting
2282,sitting
2283,lying
2284,standing up from lying
2285,lying
2286,sitting
2287,sitting on the ground
2288,walking
2289,sitting
2290,lying
2291,standing up from lying
2292,lying
2293,walking
2294,on all fours
2295,sitting
2296,lying
2297,sitting
2298,standing up from lying
2299,sitting on the ground
2300,lying
2301,lying
2302,lying
2303,lying
2304,lying
2305,lying
2306,standing up from lying
2307,walking
2308,sitting on the ground
2309,walking
2310,lying
2311,standing up from lying
2312,sitting
2313,lying
2314,lying
2315,lying
2316,walking
2317,lying
2318,lying
2319,on all fours
2320,walking
2321,sitting
2322,lying
2323,sitting
2324,lying
2325,sitting
2326,lying
2327,standing up from sitting on the ground
2328,walking
2329,sitting
2330,lying down
2331,lying
2332,standing up from lying
2333,lying
2334,lying
2335,walking
2336,lying
2337,lying
2338,lying
2339,sitting
2340,lying
2341,walking
2342,lying
2343,lying
2344,lying
2345,sitting
2346,walking
2347,sitting
2348,lying
2349,on all fours
2350,sitting
2351,lying
2352,sitting
2353,walking
2354,sitting
2355,lying
2356,walking
2357,lying
2358,standing up from lying
2359,lying
2360,sitting
2361,lying
2362,lying down
2363,lying
2364,lying
2365,lying
2366,standing up from sitting on the ground
2367,walking
2368,lying
2369,sitting on the ground
2370,lying
2371,on all fours
2372,lying
2373,lying
2374,standing up from lying
2375,walking
2376,lying
2377,lying
2378,lying
2379,standing up from lying
2380,standing up from sitting on the ground
2381,sitting
2382,lying
2383,on all fours
2384,sitting
2385,lying
2386,lying
2387,walking
2388,standing up from lying
2389,lying
2390,lying
2391,lying
2392,lying
2393,sitting
2394,lying
2395,standing up from lying
2396,lying
2397,sitting on the ground
2398,standing up from lying
2399,sitting on the ground
2400,lying
2401,lying
2402,sitting
2403,sitting
2404,sitting
2405,lying
2406,sitting
2407,walking
2408,standing up from lying
2409,walking
2410,standing up from sitting on the ground
2411,lying
2412,walking
2413,sitting
2414,sitting
2415,standing up from lying
2416,sitting
2417,walking
2418,on all fours
2419,lying
2420,walking
2421,sitting
2422,sitting
2423,lying
2424,walking
2425,lying
2426,lying
2427,sitting
2428,sitting
2429,walking
2430,sitting
2431,lying
2432,on all fours
2433,sitting on the ground
2434,walking
2435,lying
2436,sitting
2437,sitting
2438,lying
2439,lying
2440,walking
2441,sitting
2442,lying
2443,walking
2444,standing up from lying
2445,sitting
2446,sitting
2447,standing up from lying
2448,sitting
2449,lying
2450,lying
2451,lying
2452,lying
2453,walking
2454,sitting on the ground
2455,sitting
2456,on all fours
2457,sitting on the ground
2458,walking
2459,walking
2460,sitting
2461,sitting
2462,standing up from lying
2463,sitting
2464,lying
2465,walking
2466,standing up from lying
2467,walking
2468,lying
2469,walking
2470,walking
2471,lying
2472,sitting
2473,on all fours
2474,on all fours
2475,standing up from lying
2476,sitting
2477,standing up from sitting on the ground
2478,walking
2479,walking
2480,walking
2481,walking
2482,walking
2483,walking
2484,sitting
2485,sitting
2486,walking
2487,lying
2488,sitting on the ground
2489,lying
2490,walking
2491,lying
2492,walking
2493,lying
2494,lying
2495,walking
2496,sitting on the ground
2497,walking
2498,lying
2499,on all fours
2500,on all fours
2501,walking
2502,walking
2503,lying
2504,standing up from lying
2505,sitting on the ground
2506,sitting
2507,lying
2508,lying
2509,lying
2510,lying
2511,walking
2512,walking
2513,lying
2514,standing up from lying
2515,sitting
2516,walking
2517,sitting
2518,walking
2519,lying
2520,lying
2521,sitting on the ground
2522,lying
2523,falling
2524,walking
2525,sitting
2526,walking
2527,lying
2528,standing up from lying
2529,lying
2530,sitting on the ground
2531,sitting on the ground
2532,sitting on the ground
2533,lying
2534,standing up from lying
2535,sitting on the ground
2536,sitting on the ground
2537,walking
2538,walking
2539,sitting on the ground
2540,sitting
2541,lying
2542,sitting
2543,standing up from sitting
2544,walking
2545,lying
2546,falling
2547,lying
2548,walking
2549,lying
2550,lying
2551,sitting
2552,walking
2553,sitting
2554,falling
2555,lying
2556,walking
2557,standing up from lying
2558,walking
2559,walking
2560,lying
2561,lying
2562,lying
2563,lying
2564,standing up from lying
2565,walking
2566,walking
2567,sitting on the ground
2568,sitting
2569,lying
2570,lying
2571,lying
2572,lying
2573,sitting
2574,sitting
2575,sitting
2576,lying
2577,sitting on the ground
2578,sitting on the ground
2579,sitting
2580,sitting
2581,lying
2582,lying
2583,standing up from lying
2584,on all fours
2585,lying
2586,sitting
2587,sitting on the ground
2588,walking
2589,lying
2590,walking
2591,lying
2592,sitting
2593,lying
2594,sitting
2595,lying
2596,lying
2597,lying
2598,sitting
2599,lying
2600,walking
2601,lying
2602,lying down
2603,walking
2604,lying
2605,sitting
2606,sitting on the ground
2607,lying
2608,walking
2609,sitting
2610,lying
2611,walking
2612,sitting
2613,lying
2614,sitting
2615,lying
2616,sitting on the ground
2617,standing up from lying
2618,standing up from lying
2619,lying
2620,sitting
2621,sitting
2622,walking
2623,sitting
2624,walking
2625,lying
2626,walking
2627,lying
2628,lying
2629,lying
2630,walking
2631,lying
2632,walking
2633,on all fours
2634,walking
2635,lying
2636,sitting
2637,lying
2638,walking
2639,sitting
2640,sitting
2641,sitting on the ground
2642,lying down
2643,sitting
2644,lying
2645,lying
2646,lying
2647,lying
2648,lying
2649,walking
2650,walking
2651,sitting
2652,lying
2653,lying
2654,standing up from lying
2655,lying
2656,sitting
2657,on all fours
2658,sitting
2659,sitting on the ground
2660,lying
2661,lying
2662,sitting on the ground
2663,lying
2664,lying
2665,sitting
2666,lying
2667,sitting
2668,sitting
2669,walking
2670,lying
2671,walking
2672,walking
2673,walking
2674,standing up from lying
2675,lying
2676,walking
2677,lying
2678,sitting
2679,walking
2680,lying
2681,lying
2682,lying down
2683,sitting
2684,sitting on the ground
2685,lying
2686,walking
2687,lying
2688,lying
2689,on all fours
2690,on all fours
2691,walking
2692,walking
2693,walking
2694,sitting
2695,lying
2696,walking
2697,lying
2698,sitting
2699,lying down
2700,walking
2701,lying
2702,lying down
2703,sitting
2704,lying
2705,standing up from lying
2706,sitting
2707,lying
2708,lying
2709,lying
2710,standing up from sitting
2711,sitting on the ground
2712,sitting on the ground
2713,sitting on the ground
2714,sitting
2715,sitting
2716,lying
2717,sitting
2718,sitting
2719,lying
2720,lying
2721,walking
2722,sitting
2723,lying
2724,lying
2725,sitting
2726,sitting
2727,sitting
2728,sitting on the ground
2729,lying
2730,sitting
2731,lying
2732,lying
2733,lying
2734,lying
2735,lying
2736,lying
2737,lying
2738,sitting
2739,walking
2740,walking
2741,sitting
2742,sitting on the ground
2743,standing up from lying
2744,walking
2745,walking
2746,lying
2747,sitting
2748,lying
2749,lying
2750,falling
2751,sitting
2752,lying
2753,walking
2754,lying
2755,lying
2756,lying
2757,standing up from lying
2758,lying
2759,sitting
2760,walking
2761,sitting
2762,walking
2763,sitting
2764,walking
2765,lying
2766,sitting
2767,lying
2768,sitting
2769,lying
2770,walking
2771,walking
2772,walking
2773,on all fours
2774,lying
2775,sitting
2776,lying
2777,standing up from lying
2778,lying
2779,standing up from lying
2780,sitting
2781,sitting on the ground
2782,sitting on the ground
2783,standing up from lying
2784,sitting
2785,sitting on the ground
2786,walking
2787,lying
2788,sitting on the ground
2789,sitting
2790,lying
2791,sitting
2792,lying
2793,lying
2794,lying
2795,lying
2796,walking
2797,standing up from lying
2798,lying
2799,sitting
2800,sitting on the ground
2801,lying
2802,sitting
2803,lying down
2804,sitting
2805,lying
2806,sitting on the ground
2807,lying down
2808,sitting on the ground
2809,standing up from lying
2810,lying
2811,walking
2812,lying
2813,lying
2814,walking
2815,sitting
2816,walking
2817,lying
2818,lying
2819,lying
2820,walking
2821,lying
2822,walking
2823,lying
2824,sitting
2825,lying
2826,lying
2827,walking
2828,walking
2829,walking
2830,walking
2831,walking
2832,sitting on the ground
2833,sitting on the ground
2834,walking
2835,sitting
2836,lying
2837,walking
2838,lying
2839,lying
2840,lying
2841,lying
2842,lying
2843,sitting
2844,lying down
2845,standing up from sitting on the ground
2846,lying
2847,lying
2848,sitting
2849,sitting on the ground
2850,sitting
2851,walking
2852,walking
2853,sitting on the ground
2854,sitting
2855,lying
2856,lying
2857,lying
2858,lying
2859,sitting on the ground
2860,lying
2861,lying down
2862,walking
2863,on all fours
2864,sitting
2865,lying
2866,sitting
2867,lying
2868,sitting
2869,standing up from lying
2870,lying
2871,standing up from lying
2872,sitting
2873,sitting
2874,lying
2875,lying
2876,walking
2877,standing up from lying
2878,sitting
2879,lying
2880,standing up from lying
2881,walking
2882,standing up from lying
2883,lying
2884,sitting
2885,lying
2886,walking
2887,lying
2888,standing up from sitting
2889,sitting
2890,walking
2891,standing up from sitting on the ground
2892,lying down
2893,walking
2894,sitting on the ground
2895,walking
2896,walking
2897,standing up from lying
2898,lying
2899,lying
2900,lying
2901,walking
2902,walking
2903,lying
2904,lying down
2905,falling
2906,lying
2907,lying
2908,sitting
2909,lying
2910,lying
2911,lying
2912,standing up from lying
2913,sitting
2914,lying
2915,lying
2916,walking
2917,lying
2918,walking
2919,lying
2920,walking
2921,lying
2922,sitting on the ground
2923,lying
2924,walking
2925,walking
2926,sitting
2927,lying
2928,lying
2929,lying
2930,lying
2931,sitting
2932,lying
2933,walking
2934,standing up from lying
2935,lying
2936,sitting on the ground
2937,walking
2938,sitting
2939,walking
2940,lying
2941,sitting
2942,sitting
2943,standing up from lying
2944,lying
2945,walking
2946,standing up from lying
2947,walking
2948,standing up from lying
2949,sitting
2950,lying
2951,sitting on the ground
2952,lying down
2953,sitting on the ground
2954,lying
2955,lying
2956,standing up from lying
2957,walking
2958,sitting
2959,sitting
2960,walking
2961,lying down
2962,walking
2963,standing up from lying
2964,sitting on the ground
2965,lying
2966,sitting
2967,lying
2968,sitting
2969,lying
2970,walking
2971,walking
2972,walking
2973,sitting
2974,sitting
2975,sitting
2976,lying
2977,standing up from lying
2978,lying
2979,walking
2980,lying
2981,lying
2982,walking
2983,sitting
2984,lying
2985,standing up from lying
2986,standing up from lying
2987,lying
2988,sitting on the ground
2989,sitting
2990,sitting
2991,sitting on the ground
2992,walking
2993,walking
2994,lying
2995,walking
2996,walking
2997,lying
2998,lying
2999,sitting
3000,lying
3001,standing up from lying
3002,sitting
3003,standing up from lying
3004,lying
3005,lying
3006,lying
3007,walking
3008,lying
3009,sitting
3010,lying
3011,lying
3012,walking
3013,lying
3014,sitting
3015,lying
3016,sitting
3017,standing up from lying
3018,walking
3019,walking
